Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Asset type),Custom field (Asset type),Custom field (Backout plan),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Department),Custom field (Department),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Implementation plan),Custom field (Investigation reason),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Priority),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Severity),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Vulnerability),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Buton: ”Ministerul Dezvoltării Regionale și Turismului”,NPT-56,18855,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:22 PM,17/Jun/24 11:36 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Prin apăsarea butonului acesta, utilizatorul final ar trebui să fie redirecționat către site-ul web:

[https://mdlpa|https://mdlpa.ro/]…

--[http://www.mdlpl.ro|http://www.mdlpl.ro/]",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6d595ea6,,,,,,,,,,,,NPT-25,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b7t:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18798,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),In Progress,17/Jun/24 3:22 PM
Buton: ”Infoeuropa”,NPT-55,18854,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:19 PM,17/Jun/24 11:36 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Prin apăsarea butonului acesta, utilizatorul final ar trebui să fie redirecționat către site-ul web:

[http://ec.europa.eu/romania/index_ro|http://ec.europa.eu/romania/index_ro.htm]",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1874ddd5,,,,,,,,,,,,NPT-25,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b7l:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18798,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),In Progress,17/Jun/24 3:25 PM
Buton: ”Uniunea Europeană”,NPT-54,18853,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:18 PM,17/Jun/24 11:36 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Prin apăsarea butonului acesta, utilizatorul final ar trebui să fie redirecționat către site-ul web:

[http://europa.eu/index_ro|http://europa.eu/index_ro] ",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@42871ad9,,,,,,,,,,,,NPT-25,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b7d:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18798,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),In Progress,17/Jun/24 3:18 PM
Buton: ”Camera Deputaților”,NPT-53,18852,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:16 PM,17/Jun/24 11:36 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Prin apăsarea butonului acesta, utilizatorul final ar trebui să fie redirecționat către site-ul web:

[http://www.cdep.ro|http://www.cdep.ro/]",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3d8b884a,,,,,,,,,,,,NPT-25,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b75:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18798,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),In Progress,17/Jun/24 3:16 PM
Buton: ”Senatul României”,NPT-52,18851,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:16 PM,17/Jun/24 11:36 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Prin apăsarea butonului acesta, utilizatorul final ar trebui să fie redirecționat către site-ul web: 

[http://www.senat.ro|http://www.senat.ro/]",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3ad9e035,,,,,,,,,,,,NPT-25,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b6x:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18798,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),In Progress,17/Jun/24 3:25 PM
Buton: ”Guvernul României”,NPT-51,18850,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:15 PM,17/Jun/24 11:36 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Prin apăsarea butonului acesta, utilizatorul final ar trebui să fie redirecționat către site-ul web: 

[http://www.guv.ro|http://www.guv.ro/]",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6996b86d,,,,,,,,,,,,NPT-25,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b6p:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18798,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),In Progress,17/Jun/24 3:15 PM
Buton: ”Președintele României”,NPT-50,18849,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:12 PM,17/Jun/24 11:36 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Butonul acesta ar trebui să redirecționeze utilizatorul final către site-ul web: 

[http://www.presidency.ro|http://www.presidency.ro/]",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6ff5eab6,,,,,,,,,,,,NPT-25,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b6h:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18798,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),In Progress,17/Jun/24 3:12 PM
Buton: ”AM PODCA”,NPT-49,18848,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 3:11 PM,17/Jun/24 11:36 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Prin apăsarea butonului acesta, utilizatorul final ar trebui să fie redirecționat către site-ul web: 

[http://www.fonduriadministratie.ro|http://www.fonduriadministratie.ro/]",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-25,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1b98262a,,,,,,,,,,,,NPT-25,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),,,,,,,,,,,,,,,,0|i01b69:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18798,Secțiunea de link-uri utile/sidebar (pe partea dreaptă),In Progress,17/Jun/24 3:11 PM
Partea ”Gradina Botanica”,NPT-48,18846,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 2:24 PM,17/Jun/24 11:35 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Partea acestei secțiuni, sub formă de text-link, este amplasată pe partea stângă a paginii/leftsidebar, deasupra footer-ului site-ului web, strict sub această secțiune. 

Utilizatorul final ar trebui să fie redirecționat către mai multe informații privitoare la obiectivul turistic ”Grădina Botanică Techirghiol”.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-31,,,,,,,,,,,,,17/Jun/24 2:39 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17820).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11465,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@749c2b0d,,,,,,,,,,,,NPT-31,Grădina Botanică-leftsidebar (prezent pe partea stângă a paginii),,,,,,,,,,,,,,,,0|i01b5t:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,"17/Jun/24 2:39 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17820).png|width=1329,height=1012,alt=""Screenshot (17820).png""!",,18809,Grădina Botanică-leftsidebar (prezent pe partea stângă a paginii),In Progress,17/Jun/24 2:24 PM
Titlul secțiunii: ”Grădina Botanică”,NPT-47,18845,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 2:22 PM,17/Jun/24 11:35 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Titlul aceste secțiuni este amplasat pe partea stângă a paginii/leftsidebar, deasupra footer-ului site-ului web, strict deasupra text-ului-link ”Gradina Botanica” care aparține acestei secțiuni.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-31,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6de504d1,,,,,,,,,,,,NPT-31,Grădina Botanică-leftsidebar (prezent pe partea stângă a paginii),,,,,,,,,,,,,,,,0|i01b5l:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18809,Grădina Botanică-leftsidebar (prezent pe partea stângă a paginii),In Progress,17/Jun/24 2:22 PM
Documentul ”Raport privind Strategia Nationala Anticoruptie pe anul 2019”,NPT-46,18844,Task,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 2:16 PM,17/Jun/24 11:35 PM,18/Jun/24 6:16 PM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Documentul poate fi găsit la ”Rapoarte anuale”, din secțiunea ”RUTI conform SNA”, acționând text-ul-link ”Rapoarte anuale” din secțiunea menționată anterior. Acesta are integrat 7 pagini scanate și câteva opțiuni pentru utilizatorul final.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-45,,,,,,,,,,,,,17/Jun/24 2:35 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17817).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11463,17/Jun/24 2:35 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;Screenshot (17818).png;https://itfclasses.atlassian.net/rest/api/3/attachment/content/11464,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@27716b6c,,,,,,,,,,,,NPT-30,RUTI conform SNA-leftsidebar (prezent pe partea stângă a paginii),,,,,,,,,,,,,,,,0|i01b5d:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,"17/Jun/24 2:35 PM;712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67;

!Screenshot (17817).png|width=1246,height=1007,alt=""Screenshot (17817).png""!



!Screenshot (17818).png|width=1373,height=1007,alt=""Screenshot (17818).png""!",,18808,RUTI conform SNA-leftsidebar (prezent pe partea stângă a paginii),In Progress,17/Jun/24 2:16 PM
Partea ”Rapoarte anuale”,NPT-45,18843,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 2:00 PM,17/Jun/24 11:35 PM,18/Jun/24 6:16 PM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Partea acestei secțiuni, sub formă de text-link, este amplasată pe partea stângă a paginii/leftsidebar, strict sub această secțiune.

Utilizatorul final ar trebui să fie redirecționat către text-link al documentului ”Raport privind Strategia Nationala Anticoruptie pe anul 2019”.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-30,,,NPT-46,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@171f80a,,,,,,,,,,,,NPT-30,RUTI conform SNA-leftsidebar (prezent pe partea stângă a paginii),,,,,,,,,,,,,,,,0|i01b55:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18808,RUTI conform SNA-leftsidebar (prezent pe partea stângă a paginii),In Progress,17/Jun/24 2:00 PM
Titlul secțiunii: ”RUTI conform SNA”,NPT-44,18842,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Low,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:57 PM,17/Jun/24 11:35 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Titlul aceste secțiuni este amplasat pe partea stângă a paginii/leftsidebar, strict deasupra text-ului-link ”Rapoarte anuale” care aparține acestei secțiuni.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-30,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3775d2a2,,,,,,,,,,,,NPT-30,RUTI conform SNA-leftsidebar (prezent pe partea stângă a paginii),,,,,,,,,,,,,,,,0|i01b4x:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18808,RUTI conform SNA-leftsidebar (prezent pe partea stângă a paginii),In Progress,17/Jun/24 1:57 PM
Opțiuni YouTube (click dreapta),NPT-43,18841,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:48 PM,18/Jun/24 6:18 PM,18/Jun/24 6:16 PM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Apăsând pe butonul drept al mouse-ului/șoarecelui de pe suprafața pe care este așezat, click-ul fiind poziționat pe o zonă liberă a videoclipului, apar mai multe opțiuni oferite de către platforma YouTube:

* Account;
* Loop;
* Copy video URL;
* Copy video URL at current time;
* Copy embed code;
* Copy debug info;
* Troubleshoot playback issue;
* Stats for nerds.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-24,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@46f185e6,,,,,,,,,,,,NPT-24,Videoclipul integrat în site-ul web de sub cb_menu,,,,,,,,,,,,,,,,0|i01b4p:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18796,Videoclipul integrat în site-ul web de sub cb_menu,In Progress,17/Jun/24 1:48 PM
Buton transparent cu textul: ”Watch on YouTube” ,NPT-42,18840,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:39 PM,17/Jun/24 11:35 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"La acționarea butonului transparent, având pe acesta textul: ”Watch on YouTube”, care este amplasat într-o zonă joasă deasupra videoclipului de pe site-ul web, utilizatorul final este redirecționat către platforma YouTube pentru a viziona videoclipul ”iluminat public Techirghiol”.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-24,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6cc95dfd,,,,,,,,,,,,NPT-24,Videoclipul integrat în site-ul web de sub cb_menu,,,,,,,,,,,,,,,,0|i01b4h:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18796,Videoclipul integrat în site-ul web de sub cb_menu,In Progress,17/Jun/24 1:39 PM
Butonul roșu de rulare al videoclipului,NPT-41,18837,Story,In Progress,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,Medium,,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:31 PM,17/Jun/24 11:35 PM,19/Jun/24 2:53 AM,,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"La acționarea butonului de culoare roșie, cu triunghi alb orientat cu vârful spre dreapta, care este regăsit în centrul videoclipului de pe site-ul web, începe rularea videoclipului de pe site-ul web. Apar funcționalități specifice platformei YouTube în timpul vizionării videoclipului, funcționalități ce sunt menite să contribuie pozitiv la menținerea mediului propice al utilizatorului final pentru vizionarea de conținut video.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-24,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@30c0de58,,,,,,,,,,,,NPT-24,Videoclipul integrat în site-ul web de sub cb_menu,,,,,,,,,,,,,,,,0|i01b3t:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,,,,18796,Videoclipul integrat în site-ul web de sub cb_menu,In Progress,17/Jun/24 1:31 PM
Drapelul ”României” cu nivel ridicat de transparență,NPT-40,18834,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:19 PM,18/Jun/24 5:35 PM,18/Jun/24 5:22 PM,18/Jun/24 5:35 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"Drapelul României, cu nivel ridicat de transparență, este amplasat în spatele tuturor celorlalte elemente ale header-ului.",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-22,,,NPT-83,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@672c2ac,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01b35:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_101770325_*|*_10000_*:*_1_*:*_528_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 5:35 PM
Logo-ul ”PODCA” + Textele: ”Inovație în administrație” + ”Programul Operațional ”Dezvoltarea Capacității Admnistrative”,NPT-39,18832,Story,Done,NPT,Norbert Poka_TM2,software,ITF Classes,712020:8ab46ca2-145f-4a56-a13e-bb85ee67acea,,High,Done,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,17/Jun/24 1:13 PM,18/Jun/24 5:16 PM,18/Jun/24 5:07 PM,18/Jun/24 5:16 PM,,Primariatechirghiol.ro_versiunea_1.0_limba_română,,0,"În dreapta header-ului este amplasat logo-ul PODCA, alături de textele: ”Inovație în administrație” și ”Programul Operațional ”Dezvoltarea Capacității Admnistrative”. Textele sunt de culoarea albastru închis,",,IT Factory,712020:ac03dc4b-ffe6-4f35-ba83-41f3c30a3c67,,,,,,,,,NPT-22,,,NPT-79,NPT-80,NPT-81,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@70a03aa0,,,,,,,,,,,,NPT-22,Header/cb_logo,,,,,,,,,,,,,,,,0|i01b2p:,,,,,,,,,,NPT Sprint 1,,,,,,,,,,,,,,,,,,,3_*:*_1_*:*_100977065_*|*_10000_*:*_1_*:*_697_*|*_10001_*:*_1_*:*_0,,,18794,Header/cb_logo,Done,18/Jun/24 5:16 PM
